日付,入院治療を要する者,死亡者数,実効再生産数,国立感染症研究所,検疫所,地方衛生研究所・保健所,民間検査会社,大学等,医療機関,PCR 検査実施件数(単日),testedPositive,peopleTested,hospitalized,discharged,effectiveReproductionNumber,退院、療養解除となった者,重症者数,PCR 検査陽性者数(単日)
2020/2/4,15.0,,,,,,,,,,,,,,,1.0,,2
2020/2/5,16.0,,,,,,,,,4.0,,,,,,4.0,0.0,2
2020/2/6,12.0,,,,,,,,,19.0,,,,,,4.0,0.0,0
2020/2/7,12.0,,,,,,,,,9.0,,,,,,6.0,0.0,0
2020/2/8,7.0,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0
2020/2/9,7.0,,,,,,,,,10.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0
2020/2/10,7.0,,,,,,,,,12.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0
2020/2/11,6.0,,,,,,,,,4.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0
2020/2/12,6.0,,,,,,,,,10.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,1
2020/2/13,6.0,,,,,,,,,16.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,4
2020/2/14,9.0,1.0,,,,,,,,43.0,11.0,0.0,0.0,0.0,0.0,12.0,2.0,7
2020/2/15,24.0,1.0,,,,,,,,86.0,19.0,130.0,0.0,0.0,0.0,12.0,3.0,12
2020/2/16,24.0,1.0,,,,,,,,65.0,24.0,204.0,0.0,0.0,0.0,13.0,3.0,6
2020/2/17,24.0,1.0,,,,,,,,113.0,25.0,211.0,0.0,0.0,0.0,12.0,3.0,7
2020/2/18,31.0,1.0,,472.0,75.0,398.0,0.0,79.0,,9.0,29.0,235.0,0.0,0.0,0.0,14.0,6.0,7
2020/2/19,35.0,1.0,,15.0,68.0,609.0,0.0,0.0,,71.0,35.0,315.0,0.0,0.0,0.0,16.0,7.0,10
2020/2/20,52.0,1.0,,20.0,15.0,758.0,0.0,0.0,,90.0,38.0,375.0,0.0,0.0,0.0,16.0,9.0,9
2020/2/21,62.0,1.0,,261.0,188.0,902.0,132.0,108.0,,85.0,44.0,410.0,0.0,0.0,0.0,16.0,10.0,11
2020/2/22,96.0,1.0,,341.0,127.0,677.0,2.0,19.0,,96.0,46.0,444.0,0.0,0.0,0.0,17.0,11.0,27
2020/2/23,108.0,1.0,,53.0,72.0,529.0,0.0,0.0,,39.0,46.0,451.0,0.0,0.0,3.07,17.0,13.0,12
2020/2/24,121.0,1.0,,22.0,103.0,460.0,17.0,0.0,,104.0,53.0,465.0,0.0,0.0,3.1799999999999997,18.0,14.0,12
2020/2/25,125.0,1.0,,195.0,38.0,695.0,0.0,0.0,,44.0,53.0,509.0,0.0,0.0,2.82,23.0,15.0,8
2020/2/26,138.0,1.0,,267.0,19.0,970.0,149.0,0.0,,168.0,57.0,560.0,0.0,0.0,2.11,23.0,16.0,22
2020/2/27,161.0,3.0,,237.0,61.0,1101.0,0.0,0.0,,151.0,61.0,628.0,0.0,0.0,2.1,30.0,20.0,24
2020/2/28,176.0,4.0,,53.0,79.0,1369.0,102.0,0.0,,130.0,63.0,692.0,36.0,0.0,1.64,30.0,22.0,20
2020/2/29,188.0,5.0,,10.0,86.0,971.0,0.0,0.0,,178.0,64.0,748.0,37.0,0.0,1.6400000000000001,31.0,23.0,9
2020/3/1,201.0,5.0,1.22,0.0,22.0,544.0,116.0,0.0,,96.0,69.0,762.0,39.0,0.0,2.21,31.0,23.0,15
2020/3/2,212.0,6.0,1.19,125.0,24.0,1038.0,15.0,0.0,,71.0,73.0,794.0,39.0,0.0,1.6400000000000001,32.0,24.0,14
2020/3/3,226.0,6.0,1.24,20.0,27.0,1718.0,11.0,0.0,,153.0,75.0,868.0,40.0,0.0,1.9700000000000002,35.0,24.0,16
2020/3/4,258.0,6.0,1.2,71.0,12.0,1398.0,7.0,0.0,,3940.0,79.0,950.0,44.0,0.0,2.06,37.0,27.0,33
2020/3/5,271.0,6.0,1.13,83.0,11.0,1579.0,5.0,0.0,,699.0,90.0,1029.0,52.0,0.0,2.37,38.0,30.0,31
2020/3/6,323.0,6.0,1.28,107.0,35.0,1786.0,5.0,62.0,68.0,553.0,102.0,1100.0,58.0,0.0,3.42,56.0,28.0,59
2020/3/7,366.0,6.0,1.65,18.0,13.0,1616.0,11.0,20.0,44.0,147.0,109.0,1194.0,64.0,0.0,3.9,63.0,33.0,47
2020/3/8,377.0,6.0,1.71,0.0,10.0,579.0,2.0,8.0,9.0,110.0,109.0,1194.0,64.0,0.0,3.0300000000000002,67.0,33.0,33
2020/3/9,400.0,7.0,1.75,0.0,27.0,1072.0,4.0,97.0,48.0,1314.0,109.0,1217.0,64.0,0.0,3.37,88.0,31.0,26
2020/3/10,437.0,9.0,1.85,8.0,57.0,1763.0,97.0,65.0,62.0,424.0,114.0,1282.0,67.0,0.0,3.28,89.0,26.0,54
2020/3/11,481.0,12.0,1.82,69.0,45.0,1537.0,81.0,70.0,83.0,181.0,603.0,10800.0,108.0,61.0,3.42,103.0,29.0,52
2020/3/12,520.0,15.0,1.85,86.0,128.0,1378.0,28.0,54.0,65.0,1855.0,662.0,12733.0,119.0,66.0,2.41,108.0,32.0,55
2020/3/13,548.0,19.0,1.48,4.0,187.0,1163.0,37.0,75.0,98.0,859.0,698.0,13592.0,131.0,73.0,1.58,120.0,35.0,40
2020/3/14,591.0,21.0,1.33,153.0,238.0,1082.0,53.0,15.0,52.0,107.0,758.0,13961.0,151.0,81.0,1.5,129.0,36.0,62
2020/3/15,603.0,22.0,1.26,12.0,59.0,432.0,0.0,4.0,106.0,42.0,788.0,14139.0,165.0,87.0,2.0300000000000002,142.0,41.0,33
2020/3/16,621.0,24.0,1.19,25.0,65.0,816.0,35.0,82.0,57.0,2083.0,802.0,15452.0,168.0,92.0,2.2800000000000002,149.0,46.0,15
2020/3/17,645.0,28.0,1.05,35.0,14.0,1548.0,63.0,63.0,56.0,203.0,851.0,16116.0,183.0,102.0,2.48,156.0,46.0,44
2020/3/18,659.0,29.0,0.97,16.0,59.0,1461.0,97.0,89.0,69.0,,888.0,16922.0,607.0,198.0,2.21,176.0,49.0,39
2020/3/19,681.0,31.0,0.87,22.0,31.0,1449.0,86.0,91.0,66.0,3490.0,926.0,18602.0,634.0,222.0,2.7,200.0,50.0,36
2020/3/20,723.0,33.0,0.94,0.0,51.0,1270.0,28.0,93.0,24.0,119.0,975.0,19020.0,665.0,239.0,3.63,212.0,55.0,53
2020/3/21,719.0,35.0,0.84,0.0,40.0,696.0,121.0,28.0,13.0,132.0,1013.0,19318.0,666.0,269.0,3.67,217.0,57.0,34
2020/3/22,743.0,36.0,0.87,4.0,83.0,688.0,0.0,42.0,40.0,56.0,1055.0,19562.0,690.0,290.0,2.88,257.0,54.0,42
2020/3/23,763.0,41.0,0.94,0.0,20.0,1136.0,37.0,119.0,80.0,3862.0,1093.0,22516.0,707.0,308.0,3.23,270.0,55.0,38
2020/3/24,816.0,42.0,1.01,2.0,47.0,1973.0,84.0,119.0,102.0,,1162.0,23989.0,765.0,320.0,2.94,285.0,57.0,65
2020/3/25,855.0,43.0,1.18,0.0,29.0,1571.0,142.0,101.0,66.0,674.0,1256.0,25583.0,796.0,364.0,3.56,294.0,56.0,93
2020/3/26,920.0,45.0,1.38,0.0,17.0,1721.0,152.0,164.0,95.0,1805.0,1353.0,27291.0,877.0,389.0,35.760000000000005,343.0,57.0,96
2020/3/27,948.0,46.0,1.44,30.0,12.0,1774.0,196.0,166.0,87.0,1442.0,1459.0,28837.0,935.0,417.0,36.5,356.0,60.0,104
2020/3/28,1187.0,49.0,1.92,0.0,16.0,2049.0,273.0,156.0,32.0,296.0,1659.0,29614.0,1177.0,446.0,39.58,388.0,59.0,194
2020/3/29,1358.0,52.0,2.16,326.0,62.0,1326.0,272.0,94.0,29.0,206.0,1840.0,30256.0,1353.0,447.0,41.98,408.0,59.0,185
2020/3/30,1423.0,54.0,2.11,456.0,97.0,1665.0,540.0,258.0,183.0,3481.0,1901.0,32849.0,1356.0,479.0,44.82000000000001,408.0,59.0,74
2020/3/31,1594.0,56.0,2.26,0.0,207.0,3037.0,399.0,252.0,187.0,1914.0,2130.0,35234.0,1560.0,507.0,52.68000000000001,408.0,60.0,218
2020/4/1,1757.0,57.0,2.21,0.0,46.0,2870.0,486.0,354.0,340.0,,2331.0,35818.0,1734.0,531.0,56.540000000000006,456.0,62.0,224
2020/4/2,1980.0,60.0,2.18,0.0,131.0,3544.0,719.0,409.0,267.0,4685.0,2578.0,39999.0,1950.0,552.0,62.68999999999999,489.0,64.0,253
2020/4/3,2227.0,63.0,2.27,186.0,496.0,3536.0,786.0,537.0,191.0,3305.0,2901.0,43762.0,2226.0,600.0,71.52999999999999,498.0,69.0,337
2020/4/4,2553.0,69.0,1.99,517.0,590.0,3179.0,1183.0,384.0,68.0,271.0,3252.0,44586.0,2553.0,610.0,83.23000000000002,559.0,70.0,370
2020/4/5,2921.0,70.0,1.87,288.0,702.0,2021.0,496.0,145.0,47.0,218.0,3626.0,45089.0,2913.0,616.0,86.82000000000001,568.0,79.0,386
2020/4/6,3132.0,73.0,1.94,338.0,627.0,2769.0,782.0,650.0,303.0,7876.0,3847.0,52141.0,3129.0,640.0,80.27,575.0,80.0,270
2020/4/7,3472.0,80.0,1.81,357.0,685.0,4152.0,1338.0,641.0,203.0,4544.0,4209.0,55237.0,3480.0,651.0,80.23,605.0,99.0,377
2020/4/8,3914.0,81.0,1.83,414.0,805.0,4110.0,1850.0,589.0,296.0,1383.0,4755.0,59001.0,3950.0,672.0,88.65,615.0,109.0,550
2020/4/9,4461.0,85.0,1.8,287.0,940.0,4541.0,1663.0,549.0,338.0,2841.0,5319.0,62766.0,4484.0,703.0,85.00999999999998,668.0,117.0,572
2020/4/10,5063.0,88.0,1.74,344.0,650.0,4730.0,1565.0,676.0,345.0,5389.0,5948.0,67367.0,5062.0,779.0,82.62000000000003,697.0,122.0,708
2020/4/11,5751.0,94.0,1.72,351.0,683.0,4678.0,1442.0,369.0,91.0,1644.0,6684.0,69392.0,5733.0,817.0,84.96999999999998,745.0,129.0,676
2020/4/12,6239.0,98.0,1.64,326.0,833.0,2835.0,287.0,50.0,81.0,57.0,7232.0,69986.0,6214.0,837.0,82.28,767.0,135.0,571
2020/4/13,6564.0,102.0,1.55,103.0,819.0,3202.0,1739.0,742.0,419.0,9252.0,7549.0,78045.0,6525.0,884.0,80.71000000000002,782.0,152.0,333
2020/4/14,6961.0,109.0,1.5,205.0,939.0,5492.0,1493.0,701.0,375.0,8255.0,8011.0,81988.0,6906.0,942.0,77.44000000000001,836.0,168.0,511
2020/4/15,7388.0,119.0,1.35,83.0,694.0,5473.0,1972.0,572.0,430.0,693.0,8509.0,87618.0,7319.0,985.0,65.82000000000001,884.0,193.0,511
2020/4/16,7884.0,136.0,1.25,0.0,703.0,5617.0,1718.0,558.0,320.0,5325.0,9092.0,93121.0,7802.0,1078.0,60.86,918.0,207.0,596
2020/4/17,8448.0,148.0,1.12,135.0,846.0,5490.0,2112.0,650.0,400.0,4149.0,9710.0,97475.0,8344.0,1138.0,57.25,995.0,211.0,575
2020/4/18,8916.0,154.0,1.03,8.0,778.0,4845.0,2737.0,202.0,138.0,1004.0,10290.0,99282.0,8810.0,1201.0,51.13000000000001,1052.0,217.0,590
2020/4/19,9215.0,161.0,0.95,125.0,834.0,3500.0,52.0,42.0,92.0,2953.0,10677.0,102477.0,8867.0,1534.0,44.44000000000001,1142.0,231.0,372
2020/4/20,9449.0,171.0,0.95,0.0,425.0,3305.0,2220.0,708.0,484.0,6816.0,11033.0,109085.0,8743.0,2015.0,42.97000000000001,1222.0,232.0,365
2020/4/21,9740.0,186.0,0.9,0.0,668.0,4744.0,2086.0,1012.0,345.0,5542.0,11407.0,114522.0,8873.0,2031.0,40.510000000000005,1339.0,241.0,374
2020/4/22,10082.0,277.0,0.89,65.0,358.0,5315.0,2512.0,806.0,356.0,4415.0,11787.0,119288.0,8994.0,2474.0,41.589999999999996,2023.0,259.0,450
2020/4/23,10469.0,287.0,0.86,144.0,521.0,5464.0,2389.0,945.0,320.0,5349.0,12242.0,124571.0,9314.0,2631.0,36.910000000000004,2391.0,263.0,445
2020/4/24,10801.0,317.0,0.86,73.0,687.0,4924.0,2635.0,1185.0,453.0,5187.0,12649.0,129728.0,9551.0,2811.0,32.85,2519.0,287.0,451
2020/4/25,11046.0,334.0,0.83,148.0,795.0,4352.0,2700.0,315.0,167.0,1250.0,12962.0,131755.0,9726.0,2986.0,31.67,2645.0,296.0,374
2020/4/26,11175.0,348.0,0.83,0.0,732.0,2983.0,433.0,67.0,99.0,1136.0,13177.0,133088.0,9841.0,3107.0,29.14999999999999,2798.0,300.0,221
2020/4/27,11252.0,351.0,0.78,0.0,592.0,3135.0,2264.0,960.0,499.0,8545.0,13365.0,140741.0,9728.0,3396.0,28.21,2888.0,305.0,189
2020/4/28,11427.0,376.0,0.79,57.0,711.0,4958.0,2927.0,946.0,478.0,3244.0,13639.0,144546.0,9788.0,3724.0,29.1,3170.0,306.0,284
2020/4/29,11585.0,389.0,0.74,0.0,636.0,4146.0,2213.0,196.0,142.0,879.0,13872.0,146212.0,9912.0,3867.0,27.960000000000004,3357.0,308.0,227
2020/4/30,11424.0,415.0,0.71,52.0,591.0,3317.0,2902.0,956.0,527.0,8126.0,14076.0,154024.0,9591.0,4128.0,25.990000000000006,3449.0,328.0,199
2020/5/1,11558.0,432.0,0.68,68.0,706.0,4582.0,2731.0,1025.0,526.0,6820.0,14340.0,157448.0,9608.0,4368.0,26.59,3964.0,324.0,266
2020/5/2,11724.0,458.0,0.69,165.0,805.0,3992.0,3354.0,381.0,274.0,880.0,14646.0,159620.0,9717.0,4583.0,27.710000000000008,4194.0,321.0,302
2020/5/3,11823.0,492.0,0.71,70.0,692.0,3047.0,666.0,274.0,295.0,1012.0,14847.0,161319.0,9787.0,4746.0,25.87,4368.0,308.0,204
2020/5/4,11935.0,510.0,0.75,217.0,366.0,2558.0,1540.0,395.0,280.0,1332.0,14989.0,162410.0,9870.0,4920.0,26.630000000000003,4479.0,309.0,177
2020/5/5,11731.0,521.0,0.71,266.0,406.0,2448.0,1386.0,391.0,277.0,1569.0,15142.0,164404.0,9321.0,5209.0,23.480000000000004,4570.0,308.0,120
2020/5/6,11638.0,543.0,0.72,244.0,399.0,2157.0,1203.0,367.0,293.0,447.0,15246.0,165581.0,9514.0,5519.0,21.49,4901.0,300.0,106
2020/5/7,11286.0,551.0,0.74,224.0,487.0,2689.0,3285.0,1012.0,500.0,13005.0,15338.0,176016.0,8842.0,6245.0,20.27,5129.0,287.0,96
2020/5/8,6302.0,600.0,0.71,115.0,425.0,3851.0,3479.0,1156.0,528.0,10680.0,15458.0,186558.0,6370.0,8149.0,16.220000000000002,8110.0,266.0,89
2020/5/9,6250.0,613.0,0.64,106.0,581.0,3458.0,3810.0,390.0,302.0,2265.0,15562.0,190527.0,6316.0,8327.0,16.7,8276.0,267.0,108
2020/5/10,6074.0,621.0,0.57,52.0,648.0,2088.0,566.0,160.0,148.0,3995.0,15635.0,193645.0,6149.0,8543.0,15.98,8514.0,249.0,68
2020/5/11,5914.0,643.0,0.5,23.0,633.0,2066.0,2731.0,1250.0,668.0,5993.0,15689.0,199148.0,5988.0,8927.0,16.130000000000003,8903.0,243.0,50
2020/5/12,5162.0,668.0,0.52,27.0,692.0,3387.0,3237.0,1201.0,556.0,288.0,15760.0,204278.0,5158.0,9890.0,12.799999999999999,9851.0,259.0,80
2020/5/13,4732.0,687.0,0.52,24.0,231.0,3179.0,4021.0,997.0,450.0,10074.0,15820.0,214270.0,4725.0,10356.0,14.02,10321.0,245.0,54
2020/5/14,4339.0,710.0,0.55,3.0,525.0,2936.0,3590.0,1011.0,491.0,5866.0,15921.0,213782.0,4341.0,10810.0,19.94,10792.0,237.0,100
2020/5/15,4025.0,725.0,0.58,8.0,578.0,2741.0,3299.0,1190.0,472.0,3092.0,15972.0,219667.0,4026.0,11179.0,19.28,11136.0,232.0,52
2020/5/16,3787.0,744.0,0.62,94.0,658.0,2399.0,2891.0,363.0,232.0,4337.0,16027.0,222862.0,3797.0,11433.0,21.86,11398.0,230.0,57
2020/5/17,3667.0,749.0,0.66,10.0,732.0,1340.0,526.0,143.0,149.0,4987.0,16052.0,223720.0,3678.0,11565.0,17.98,11547.0,228.0,30
2020/5/18,3400.0,763.0,0.72,0.0,482.0,1486.0,2794.0,1273.0,629.0,5980.0,16085.0,229102.0,3406.0,11894.0,17.25,11867.0,213.0,30
2020/5/19,3009.0,771.0,0.69,12.0,643.0,2185.0,3124.0,1114.0,541.0,3221.0,16111.0,233010.0,3015.0,12331.0,11.200000000000001,12269.0,210.0,31
2020/5/20,2761.0,777.0,0.71,10.0,360.0,2056.0,2999.0,881.0,401.0,3669.0,16148.0,237621.0,2774.0,12626.0,16.97,12655.0,195.0,38
2020/5/21,2495.0,796.0,0.62,9.0,513.0,1791.0,2744.0,919.0,444.0,4580.0,16190.0,241487.0,2470.0,12901.0,14.490000000000002,12988.0,176.0,43
2020/5/22,2293.0,808.0,0.62,8.0,506.0,1460.0,2413.0,1006.0,435.0,3495.0,16215.0,245477.0,2250.0,13173.0,13.12,13227.0,174.0,31
2020/5/23,2130.0,820.0,0.61,9.0,597.0,1301.0,2217.0,266.0,204.0,2769.0,16235.0,247811.0,2085.0,13307.0,9.559999999999999,13396.0,168.0,29
2020/5/24,2111.0,830.0,0.67,0.0,645.0,735.0,449.0,60.0,120.0,1252.0,16275.0,249310.0,2059.0,13364.0,11.009999999999998,13446.0,165.0,40
2020/5/25,1939.0,846.0,0.67,0.0,449.0,867.0,1899.0,1248.0,590.0,3620.0,16294.0,252664.0,1889.0,13535.0,11.809999999999999,13643.0,155.0,20
2020/5/26,1788.0,858.0,0.73,17.0,706.0,1541.0,2312.0,1031.0,542.0,2994.0,16324.0,255860.0,1745.0,13707.0,12.85,13806.0,147.0,27
2020/5/27,1637.0,867.0,0.75,2.0,503.0,1416.0,3002.0,903.0,505.0,3004.0,16350.0,258991.0,1619.0,13847.0,14.15,13979.0,136.0,37
2020/5/28,1556.0,874.0,0.91,13.0,595.0,1395.0,2784.0,951.0,537.0,3981.0,16394.0,263067.0,1542.0,13948.0,21.0,14085.0,131.0,61
2020/5/29,1466.0,886.0,1.05,1.0,592.0,1293.0,2838.0,1085.0,520.0,3501.0,16456.0,266974.0,1454.0,14110.0,26.21,14237.0,123.0,64
2020/5/30,1452.0,891.0,1.19,18.0,858.0,1249.0,2610.0,348.0,259.0,2652.0,16504.0,269368.0,1442.0,14159.0,31.540000000000006,14290.0,119.0,46
2020/5/31,1436.0,892.0,1.13,0.0,1252.0,702.0,417.0,260.0,115.0,1657.0,16541.0,271051.0,1421.0,14201.0,16.91,14333.0,115.0,32
2020/6/1,1341.0,894.0,1.21,0.0,748.0,867.0,2004.0,1175.0,791.0,3789.0,16575.0,274749.0,1329.0,14338.0,16.62,14481.0,113.0,36
2020/6/2,1270.0,900.0,1.29,13.0,886.0,1625.0,2866.0,1030.0,633.0,4526.0,16628.0,279393.0,1256.0,14468.0,14.21,14602.0,101.0,51
2020/6/3,1207.0,903.0,1.27,132.0,770.0,1556.0,3330.0,966.0,587.0,3979.0,16656.0,284032.0,1195.0,14566.0,12.58,14690.0,102.0,26
2020/6/4,1141.0,907.0,1.16,82.0,709.0,1498.0,3355.0,940.0,543.0,4600.0,16699.0,288877.0,1129.0,14678.0,10.94,14795.0,98.0,45
2020/6/5,1064.0,914.0,1.0,99.0,969.0,1737.0,3507.0,1166.0,568.0,4939.0,16736.0,293822.0,1053.0,14777.0,9.309999999999999,14901.0,99.0,41
2020/6/6,1042.0,916.0,0.95,0.0,1045.0,1401.0,3611.0,299.0,256.0,3220.0,16782.0,296854.0,1036.0,14819.0,10.040000000000001,14961.0,98.0,45
2020/6/7,1060.0,916.0,0.97,0.0,1098.0,772.0,515.0,46.0,122.0,1725.0,16811.0,298846.0,1054.0,14835.0,9.360000000000001,14970.0,99.0,32
2020/6/8,1028.0,916.0,0.9,0.0,719.0,808.0,2788.0,1244.0,793.0,4516.0,16837.0,303678.0,1021.0,14901.0,10.09,15035.0,92.0,22
2020/6/9,965.0,919.0,0.8,28.0,827.0,1528.0,4515.0,956.0,631.0,4600.0,16865.0,308387.0,959.0,15001.0,12.59,15120.0,91.0,30
2020/6/10,923.0,920.0,0.85,0.0,672.0,1388.0,4065.0,1021.0,572.0,5092.0,16902.0,313643.0,916.0,15077.0,12.360000000000003,15200.0,88.0,36
2020/6/11,854.0,922.0,0.87,0.0,802.0,1289.0,3651.0,1013.0,557.0,4573.0,16944.0,318419.0,848.0,15178.0,17.570000000000004,15308.0,82.0,40
2020/6/12,810.0,924.0,0.96,42.0,1061.0,1286.0,3668.0,1355.0,559.0,5145.0,16991.0,323747.0,804.0,15264.0,15.370000000000001,15395.0,76.0,57
2020/6/13,801.0,925.0,0.96,41.0,1183.0,1148.0,3952.0,394.0,272.0,2633.0,17040.0,326381.0,795.0,15312.0,12.540000000000003,15451.0,73.0,43
2020/6/14,819.0,925.0,1.04,0.0,1205.0,635.0,457.0,68.0,153.0,1451.0,17098.0,328076.0,813.0,15355.0,12.970000000000002,15493.0,71.0,62
2020/6/15,871.0,927.0,1.17,3.0,878.0,598.0,3380.0,1256.0,757.0,4300.0,17164.0,332507.0,865.0,15370.0,12.75,15508.0,80.0,60
2020/6/16,760.0,931.0,1.28,0.0,871.0,1339.0,4009.0,1040.0,577.0,4462.0,17201.0,336790.0,754.0,15522.0,14.239999999999998,15657.0,70.0,42
2020/6/17,712.0,935.0,1.26,40.0,771.0,1150.0,4244.0,963.0,493.0,1348.0,17245.0,341789.0,708.0,15599.0,15.709999999999999,15737.0,62.0,43
2020/6/18,707.0,935.0,1.35,86.0,838.0,997.0,3948.0,939.0,631.0,6176.0,17313.0,346432.0,703.0,15675.0,16.07,15811.0,62.0,68
2020/6/19,677.0,952.0,1.28,3.0,1173.0,966.0,3478.0,1278.0,628.0,4823.0,17366.0,351584.0,674.0,15745.0,15.21,15880.0,61.0,54
2020/6/20,711.0,953.0,1.35,0.0,1155.0,1041.0,3471.0,306.0,302.0,2474.0,17433.0,354116.0,707.0,15768.0,17.67,15911.0,59.0,65
2020/6/21,732.0,953.0,1.22,0.0,1440.0,477.0,1568.0,39.0,177.0,4127.0,17481.0,358774.0,729.0,15795.0,18.25,15936.0,59.0,49
2020/6/22,706.0,955.0,1.07,0.0,993.0,537.0,4579.0,1313.0,837.0,5376.0,17523.0,363561.0,701.0,15863.0,18.410000000000004,16007.0,62.0,40
2020/6/23,698.0,963.0,1.07,80.0,818.0,1054.0,3651.0,1069.0,643.0,3722.0,17575.0,367896.0,697.0,15922.0,16.240000000000002,16058.0,60.0,53
2020/6/24,713.0,967.0,1.14,25.0,794.0,1024.0,4805.0,1111.0,585.0,4979.0,17665.0,373069.0,712.0,15982.0,12.01,16116.0,58.0,89
2020/6/25,727.0,968.0,1.1,0.0,1064.0,1084.0,3613.0,1061.0,636.0,4455.0,17743.0,377632.0,724.0,16048.0,12.089999999999998,16188.0,51.0,79
2020/6/26,757.0,970.0,1.19,3.0,1239.0,1132.0,3539.0,1226.0,677.0,4758.0,17838.0,383075.0,755.0,16115.0,18.709999999999997,16248.0,48.0,99
2020/6/27,790.0,970.0,1.18,0.0,1117.0,1195.0,3708.0,437.0,352.0,3533.0,17922.0,385932.0,787.0,16163.0,18.16,16301.0,45.0,88
2020/6/28,822.0,971.0,1.31,0.0,1335.0,743.0,1191.0,44.0,162.0,1513.0,18026.0,387857.0,819.0,16214.0,16.849999999999998,16353.0,43.0,111
2020/6/29,869.0,971.0,1.49,0.0,893.0,920.0,3052.0,1378.0,991.0,5510.0,18144.0,392980.0,868.0,16277.0,20.7,16424.0,42.0,110
2020/6/30,897.0,973.0,1.58,23.0,742.0,1346.0,4447.0,1471.0,728.0,4651.0,18276.0,398248.0,894.0,16388.0,20.639999999999997,16522.0,40.0,132
2020/7/1,1006.0,974.0,1.51,0.0,1058.0,1406.0,5224.0,1207.0,698.0,6564.0,18402.0,427732.0,1006.0,16427.0,25.41,16563.0,37.0,125
2020/7/2,1105.0,975.0,1.64,0.0,1181.0,1326.0,4560.0,1200.0,781.0,5460.0,18597.0,433882.0,1104.0,16511.0,29.260000000000005,16654.0,33.0,194
2020/7/3,1224.0,976.0,1.72,0.0,1163.0,1779.0,5314.0,1388.0,795.0,6597.0,18812.0,441714.0,1222.0,16607.0,27.96,16747.0,32.0,249
2020/7/4,1386.0,976.0,1.86,0.0,1359.0,1735.0,6051.0,508.0,415.0,3134.0,19065.0,445748.0,1385.0,16687.0,33.16,16838.0,33.0,268
2020/7/5,1550.0,976.0,1.8,0.0,1733.0,1287.0,1253.0,106.0,265.0,2618.0,19279.0,448804.0,1550.0,16749.0,32.41,16912.0,34.0,195
2020/7/6,1671.0,977.0,1.71,0.0,1046.0,1275.0,6094.0,1669.0,1111.0,8228.0,19483.0,457735.0,1671.0,16840.0,29.8,16981.0,36.0,172
2020/7/7,1721.0,979.0,1.64,6.0,1217.0,2218.0,8065.0,1384.0,841.0,7099.0,19669.0,466704.0,1719.0,16976.0,30.250000000000007,17115.0,35.0,208
2020/7/8,1776.0,980.0,1.64,0.0,1173.0,2323.0,6783.0,1481.0,787.0,7725.0,19878.0,476949.0,1776.0,17125.0,61.02,17250.0,38.0,203
2020/7/9,1929.0,981.0,1.59,0.0,1033.0,2239.0,6477.0,1371.0,757.0,7700.0,20237.0,485676.0,1925.0,17308.0,37.95,17436.0,31.0,352
2020/7/10,2139.0,981.0,1.52,0.0,1603.0,2455.0,6594.0,1682.0,882.0,8955.0,20637.0,495873.0,2139.0,17498.0,31.959999999999997,17633.0,33.0,420
2020/7/11,2339.0,981.0,1.41,0.0,1645.0,2279.0,7438.0,558.0,430.0,5362.0,20997.0,502305.0,2339.0,17650.0,36.86,17787.0,32.0,373
2020/7/12,2587.0,981.0,1.44,0.0,1440.0,1475.0,2234.0,155.0,227.0,1838.0,21380.0,505987.0,2588.0,17753.0,35.25,17887.0,34.0,391
2020/7/13,2754.0,981.0,1.43,0.0,903.0,1402.0,8104.0,1994.0,1211.0,10552.0,21650.0,517583.0,2746.0,17923.0,43.690000000000005,18066.0,40.0,248
